image_id,path,lefteye_x,lefteye_y,righteye_x,righteye_y,nose_x,nose_y,leftmouth_x,leftmouth_y,rightmouth_x,rightmouth_y,aligned_path
079519.jpg,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/cropped/train/079519.jpg,77.60000000000001,113.97668997668998,158.4,112.18648018648018,112.8,141.4265734265734,89.60000000000001,176.03729603729604,151.20000000000002,174.24708624708626,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/aligned_112/train/079519.jpg
050337.jpg,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/cropped/train/050337.jpg,100.76595744680851,100.76595744680851,148.4255319148936,87.14893617021276,132.08510638297872,123.91489361702128,119.82978723404256,151.14893617021275,153.87234042553192,141.61702127659575,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/aligned_112/train/050337.jpg
069895.jpg,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/cropped/train/069895.jpg,110.76923076923076,100.87565674255691,164.92307692307693,101.32399299474606,138.83076923076925,129.12084063047286,110.76923076923076,153.77933450087565,157.04615384615386,156.02101576182136,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/aligned_112/train/069895.jpg
010102.jpg,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/cropped/train/010102.jpg,113.07420494699646,100.31347962382443,167.34982332155477,97.10344827586206,152.87632508833923,130.80877742946709,125.73851590106008,154.08150470219437,167.34982332155477,151.67398119122257,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/aligned_112/train/010102.jpg
030098.jpg,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/cropped/train/030098.jpg,104.62100456621005,100.39215686274513,159.56164383561642,102.0653594771242,133.26027397260273,137.202614379085,107.54337899543378,155.05010893246188,156.05479452054794,153.93464052287584,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/aligned_112/train/030098.jpg
050362.jpg,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/cropped/train/050362.jpg,100.31347962382443,100.31347962382443,157.29153605015674,103.52351097178683,126.7962382445141,137.22884012539186,98.70846394984324,154.08150470219437,154.08150470219437,158.09404388714734,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/aligned_112/train/050362.jpg
121054.jpg,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/cropped/train/121054.jpg,101.36040609137056,89.53005464480874,150.74111675126903,88.1311475409836,124.751269035533,123.10382513661202,105.25888324873095,145.4863387978142,145.5431472081218,146.88524590163934,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/aligned_112/train/121054.jpg
116785.jpg,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/cropped/train/116785.jpg,100.6829268292683,100.6829268292683,152.97560975609755,99.90243902439023,122.53658536585368,133.46341463414635,103.8048780487805,155.3170731707317,152.1951219512195,149.8536585365854,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/aligned_112/train/116785.jpg
152238.jpg,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/cropped/train/152238.jpg,100.66331658291458,100.66331658291458,152.7638190954774,100.66331658291458,124.14070351758794,132.50251256281408,103.2361809045226,154.37185929648243,149.54773869346735,155.33668341708542,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/aligned_112/train/152238.jpg
109686.jpg,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/cropped/train/109686.jpg,107.57446808510636,100.88669950738915,162.04255319148936,105.93103448275862,132.08510638297872,132.41379310344828,110.29787234042551,155.11330049261085,153.87234042553192,160.1576354679803,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/aligned_112/train/109686.jpg
023890.jpg,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/cropped/train/023890.jpg,100.84848484848484,99.90243902439023,152.04848484848486,93.65853658536584,134.98181818181817,128.0,102.4,154.53658536585365,164.46060606060607,145.1707317073171,/content/drive/MyDrive/Colab Notebooks/MFTI/arcface_mainset_1/aligned_112/train/023890.jpg
